"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation","rain_ind","self_determination","gini","gdp_pc"
"58","BE",0,"1",35,"Christians","Single","Not satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"59","BE",0,"1",40,"Christians","Married","Satisfied",6,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"60","BE",0,"0",37,"Christians","Married","Satisfied",5,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"61","BE",0,"0",42,"Christians","Married","Satisfied",6,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"62","BE",0,"0",44,"Christians","Single","Satisfied",5,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"63","BE",0,"0",48,"Christians","Married","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"64","BE",0,"1",39,"Christians","Single","Not satisfied",5,"No contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"65","BE",1,"1",47,"Christians","Single","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"66","BE",0,"0",54,"Christians","Single","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"67","BE",0,"0",17,"Not religious","Single","Satisfied",7,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"68","BE",1,"0",67,"Christians","Divorced","Satisfied",6,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"69","BE",1,"1",89,"Christians","Widowed","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"70","BE",1,"0",40,"Not religious","Single","Not satisfied",6,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"71","BE",0,"0",28,"Not religious","Single","Not satisfied",7,"Contact",NA,"Employed",78.47,"1",26.6,2.37103062746311
"72","BE",1,"0",36,"Muslims","Married","Satisfied",10,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"73","BE",1,"1",56,"Christians","Married","Not satisfied",5,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"74","BE",1,"0",32,"Christians","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"75","BE",0,"0",17,"Christians","Single","Satisfied",5,"No contact","Working class","Student",78.47,"1",26.6,2.37103062746311
"76","BE",0,"1",32,"Christians","Single","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"77","BE",1,"1",72,"Christians","Divorced","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"78","BE",1,"0",46,"Christians","Married","Satisfied",7,"Contact","High class","Self employed",78.47,"1",26.6,2.37103062746311
"79","BE",0,"0",52,"Jewish","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"80","BE",0,"1",33,"Christians","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"81","BE",1,"1",71,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"82","BE",1,"1",62,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"83","BE",1,"1",24,"Not religious","Single","Satisfied",3,"Contact","High class","Student",78.47,"1",26.6,2.37103062746311
"84","BE",1,"0",18,"Christians","Single","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"85","BE",1,"0",27,"Other religions","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"86","BE",1,"0",51,"Not religious","Married","Not satisfied",6,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"87","BE",1,"1",42,"Not religious","Married","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"88","BE",1,"1",61,"Christians","Married","Satisfied",4,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"89","BE",1,"1",51,"Not religious","Married","Satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"90","BE",1,"1",76,"Christians","Widowed","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"91","BE",0,"0",43,"Christians","Married","Satisfied",7,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"92","BE",1,"1",19,"Not religious","Single","Not satisfied",1,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"93","BE",1,"1",55,"Christians","Divorced","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"94","BE",1,"1",68,"Christians","Single","Not satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"95","BE",1,"1",52,"Christians","Single","Not satisfied",5,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"96","BE",1,"0",61,"Not religious","Single","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"97","BE",1,"0",72,"Not religious","Married","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"98","BE",1,"0",28,"Not religious","Single","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"99","BE",1,"1",62,"Christians","Married","Satisfied",7,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"100","BE",1,"1",36,"Not religious","Single","Satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"101","BE",1,"0",73,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"102","BE",1,"1",68,"Not religious","Married","Satisfied",3,"Contact","High class","Self employed",78.47,"1",26.6,2.37103062746311
"103","BE",1,"0",77,"Other religions","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"104","BE",1,"0",49,"Not religious","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"105","BE",1,"0",72,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"106","BE",1,"0",65,"Not religious","Married","Satisfied",3,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"107","BE",1,"0",37,"Muslims","Married","Satisfied",5,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"108","BE",1,"0",72,"Not religious","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"109","BE",1,"1",45,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"110","BE",1,"1",47,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"111","BE",1,"1",63,"Christians","Divorced","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"112","BE",1,"0",NA,"Not religious","Widowed","Not satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"113","BE",1,"0",52,"Christians","Married","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"114","BE",1,"1",58,"Not religious","Single","Satisfied",1,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"115","BE",1,"1",71,"Not religious","Married","Satisfied",5,"No contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"116","BE",1,"1",63,"Christians","Widowed","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"117","BE",1,"0",64,"Christians","Married","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"118","BE",1,"0",54,"Christians","Divorced","Not satisfied",7,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"119","BE",1,"1",70,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"120","BE",1,"1",32,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"121","BE",1,"1",70,"Christians","Divorced","Satisfied",10,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"122","BE",1,"1",21,"Not religious","Single","Satisfied",3,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"123","BE",1,"0",54,"Not religious","Single","Satisfied",7,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"124","BE",1,"1",67,"Christians","Widowed","Satisfied",4,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"125","BE",1,"1",70,"Jewish","Divorced","Not satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"126","BE",1,"1",43,"Not religious","Single","Satisfied",4,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"127","BE",1,"1",70,"Other religions","Single","Not satisfied",2,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"128","BE",1,"1",68,"Not religious","Single","Satisfied",1,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"129","BE",0,"1",39,"Christians","Single","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"130","BE",1,"0",40,"Not religious","Single","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"131","BE",0,"0",56,"Other religions","Single","Not satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"132","BE",1,"1",69,"Christians","Single","Satisfied",8,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"133","BE",1,"1",75,"Not religious","Divorced","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"134","BE",0,"0",22,"Muslims","Single","Satisfied",10,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"135","BE",1,"0",56,"Not religious","Divorced","Not satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"136","BE",0,"0",80,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"137","BE",1,"1",17,"Other religions","Single","Satisfied",5,"Contact","Working class","Student",78.47,"1",26.6,2.37103062746311
"138","BE",1,"0",58,"Christians","Single","Satisfied",3,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"139","BE",1,"1",64,"Christians","Divorced","Not satisfied",3,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"140","BE",1,"0",68,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"141","BE",0,"0",47,"Not religious","Divorced","Satisfied",10,"No contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"142","BE",1,"1",28,"Christians","Single","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"143","BE",1,"0",22,"Not religious","Single","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"144","BE",1,"0",20,"Other religions","Single","Satisfied",7,"Contact","High class","Student",78.47,"1",26.6,2.37103062746311
"145","BE",1,"1",44,"Not religious","Single","Not satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"146","BE",1,"1",52,"Christians","Divorced","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"147","BE",1,"0",63,"Not religious","Widowed","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"148","BE",0,"0",64,"Christians","Married","Satisfied",7,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"149","BE",1,"1",64,"Not religious","Widowed","Satisfied",4,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"150","BE",1,"0",70,"Not religious","Married","Satisfied",1,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"151","BE",1,"0",65,"Not religious","Widowed","Satisfied",6,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"152","BE",1,"1",57,"Christians","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"153","BE",1,"1",55,"Christians","Married","Satisfied",5,"No contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"154","BE",1,"1",63,"Not religious","Divorced","Satisfied",2,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"155","BE",0,"0",23,"Christians","Single","Satisfied",7,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"156","BE",1,"1",23,"Not religious","Single","Satisfied",3,"Contact","High class","Student",78.47,"1",26.6,2.37103062746311
"157","BE",1,"0",65,"Not religious","Married","Satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"158","BE",1,"0",67,"Christians","Divorced","Satisfied",7,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"159","BE",1,"1",66,"Christians","Widowed","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"160","BE",1,"0",55,"Not religious","Married","Satisfied",1,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"161","BE",0,"0",29,"Christians","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"162","BE",1,"1",24,"Christians","Single","Satisfied",3,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"163","BE",1,"1",36,"Not religious","Single","Satisfied",2,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"164","BE",1,"1",67,"Christians","Married","Satisfied",1,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"165","BE",1,"0",17,"Not religious","Single","Satisfied",7,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"166","BE",1,"0",49,"Not religious","Single","Satisfied",8,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"167","BE",1,"1",54,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"168","BE",1,"1",43,"Not religious","Single","Satisfied",6,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"169","BE",1,"1",39,"Not religious","Married","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"170","BE",0,"0",75,"Christians","Married","Satisfied",3,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"171","BE",1,"0",64,"Christians","Single","Satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"172","BE",1,"1",67,"Not religious","Divorced","Satisfied",10,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"173","BE",1,"1",38,"Not religious","Single","Not satisfied",1,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"174","BE",1,"0",54,"Christians","Divorced","Satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"175","BE",1,"1",73,"Not religious","Widowed","Satisfied",3,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"176","BE",1,"1",52,"Not religious","Divorced","Satisfied",7,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"177","BE",1,"1",63,"Not religious","Single","Satisfied",3,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"178","BE",1,"1",53,"Not religious","Married","Satisfied",1,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"179","BE",1,"1",81,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"180","BE",1,"0",41,"Muslims","Married","Satisfied",4,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"181","BE",1,"1",61,"Christians","Widowed","Satisfied",6,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"182","BE",1,"1",47,"Christians","Married","Satisfied",6,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"183","BE",1,"0",84,"Christians","Widowed","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"184","BE",1,"0",76,"Christians","Married","Satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"185","BE",1,"0",83,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"186","BE",1,"0",71,"Not religious","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"187","BE",1,"0",72,"Christians","Married","Satisfied",4,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"188","BE",1,"0",84,"Christians","Married","Satisfied",6,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"189","BE",1,"0",75,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"190","BE",1,"1",79,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"191","BE",0,"0",36,"Christians","Divorced","Satisfied",8,"Contact","Working class","Self employed",78.47,"1",26.6,2.37103062746311
"192","BE",1,"0",25,"Other religions","Single","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"193","BE",1,"0",86,"Other religions","Divorced","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"194","BE",1,"1",42,"Not religious","Single","Satisfied",1,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"195","BE",1,"0",62,"Muslims","Single","Satisfied",1,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"196","BE",0,"0",47,"Muslims","Single","Satisfied",1,"Contact","Working class","Self employed",78.47,"1",26.6,2.37103062746311
"197","BE",0,"0",41,"Not religious","Divorced","Satisfied",6,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"198","BE",1,"1",38,"Other religions","Single","Satisfied",3,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"199","BE",1,"1",47,"Not religious","Divorced","Satisfied",3,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"200","BE",1,"0",79,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"201","BE",1,"0",78,"Christians","Married","Satisfied",3,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"202","BE",1,"0",70,"Christians","Married","Satisfied",5,"Contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"203","BE",1,"0",60,"Not religious","Married","Satisfied",5,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"204","BE",1,"1",60,"Not religious","Divorced","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"205","BE",1,"0",70,"Christians","Married","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"206","BE",1,"0",81,"Not religious","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"207","BE",0,"0",18,"Muslims","Married","Satisfied",6,"Contact","High class","Student",78.47,"1",26.6,2.37103062746311
"208","BE",1,"1",60,"Christians","Married","Satisfied",8,"No contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"209","BE",1,"0",62,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"210","BE",0,"0",18,"Not religious","Married","Satisfied",6,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"211","BE",1,"1",39,"Not religious","Married","Satisfied",3,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"212","BE",1,"0",74,"Not religious","Single","Not satisfied",7,"No contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"213","BE",1,"0",16,"Not religious","Married","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"214","BE",1,"0",20,"Not religious","Other","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"215","BE",1,"1",46,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"216","BE",0,"0",50,"Christians","Single","Satisfied",10,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"217","BE",1,"1",63,"Christians","Married","Satisfied",7,"Contact","Working class","Self employed",78.47,"1",26.6,2.37103062746311
"218","BE",1,"0",57,"Christians","Married","Satisfied",1,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"219","BE",1,"1",31,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"220","BE",1,"0",61,"Christians","Married","Satisfied",8,"No contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"221","BE",1,"1",52,"Christians","Married","Satisfied",5,"Contact","Working class","Self employed",78.47,"1",26.6,2.37103062746311
